"","OP_CODE","YEAR","VESSEL","SURVEY","BEST_LAT_DD","BEST_DEPTH_M","AREA_SWEPT_MSQ","arrowtooth","aurora","bocaccio","canary","chilipepper","cowcod","darkblotched","Dover","English","greenspotted","greenstriped","halfbanded","hake","LST","petrale","POP","redbanded","rosethorn","rougheye","sablefish","sanddab","sharpchin","shortbelly","dogfish","SST","widow","yelloweye","yellowtail"
"25",199801001029,1998,1,1,44.151833333333,385.9856,19010.901,0,0,0,0,0,0,0,103.3,0,0,0,0,3.1,0,0,0,0,0,0,7.9,0,0,0,706.7,8.5,0,0,0
"26",199801001030,1998,1,1,44.153083333333,301.0533,18116.83331172,2.3,0,0,0,0,0,0,147.8,0,0,0,0,5.2,0,0,0,0,0,0,24.2,0,0,0,1.2,5.5,0,0,0
"27",199801001031,1998,1,1,43.4594999999995,378.7834,17453.17319702,1,0,0,0,0,0,0,9.5,0,0,0,0,4.2,0,0,0,0,0,0,10.4,0,0,0,1,10.8,0,0,0
"28",199801001032,1998,1,1,43.486166666666,456.1829,15984.81613869,1.9,0,0,0,0,0,0,15.4,0,0,0,0,2.3,0,0,0,0,0,0,4.4,0,0,0,0.3,14.4,0,0,0
"29",199801001033,1998,1,1,43.4742499999995,776.9786,18827.1045,0,0,0,0,0,0,0,3.3,0,0,0,0,0,26.8,0,0,0,0,0,6.3,0,0,0,0,3.7,0,0,0
"30",199801001034,1998,1,1,43.473333333333,965.039,20922.47485822,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
"31",199801001036,1998,1,1,42.8144999999995,630.7496,19876.08589563,1.5,0,0,0,0,0,0,27.9,0,0,0,0,0,32.3,0,0,0,0,0,36.4,0,0,0,0,41.4,0,0,0
"32",199801001037,1998,1,1,42.8002499999995,436.2395,16008.31953793,0,0,0,0,0,0,0,141.4,0,0,0,0,1,0.4,0,0,0,0,0,2.7,0,0,0,0,2.2,0,0,0
"33",199801001038,1998,1,1,42.8189999999995,300.8279,16458.4348125,0.6,0,0,0,0,0,0,59.8,0,0,0,0,13.3,0,0,0,0,0,0,1.2,0,0,0,0.3,5.3,0,0,0
"34",199801001039,1998,1,1,42.822583333333,224.388,17222.15115,0,0,0,0,0,0,0,25.7,0,0,0,0,166,0,0.5,0,0,0,0,0,0,0,0,0,1.3,0,0,0
"35",199801001040,1998,1,1,42.1812499999995,227.693,15867.19529655,0.7,0,0,0,0,0,0,13.1,0,0,0,0,35.4,0,0,0,0,0,0,3.1,0,0,0,5,1.1,0,0,0
"36",199801001041,1998,1,1,42.153666666666,513.0545,19013.2995,0,0,0,0,0,0,0,87.5,0,0,0,0,2.8,4.8,0,0,0,0,0,7.5,0,0,0,0,5.3,0,0,0
"37",199801001042,1998,1,1,42.1082499999995,633.8602,18261.2715,0,0,0,0,0,0,0,31.9,0,0,0,0,2.4,26.6,0,0,0,0,0,9.3,0,0,0,0,3.5,0,0,0
"38",199801001043,1998,1,1,42.1629166666665,923.7116,24333.80241384,0,0,0,0,0,0,0,6.9,0,0,0,0,0,61.8,0,0,0,0,0,19.3,0,0,0,0,0.5,0,0,0
"39",199801001044,1998,1,1,42.175833333333,1066.1596,36353.853,0,0,0,0,0,0,0,5.8,0,0,0,0,0,75.3,0,0,0,0,0,15.4,0,0,0,0,5.9,0,0,0
"40",199801001046,1998,1,1,41.5221666666665,953.1613,19532.48767845,0,0,0,0,0,0,0,14,0,0,0,0,0,92,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0
"41",199801001047,1998,1,1,41.5131666666665,618.4361,17211.9795,0,0,0,0,0,0,0,24.7,0,0,0,0,2,3.9,0,0,0,0,0,8.9,0,0,0,0,4.3,0,0,0
"42",199801001048,1998,1,1,41.4664999999995,496.1636,20817.32437866,5.7,0,0,0,0,0,0,55.7,0,0,0,0,2.6,2.3,0,0,0,0,0,18.2,0,0,0,0,15.2,0,0,0
"43",199801001049,1998,1,1,41.507583333333,415.917,14689.23552,0.6,0,0,0,0,0,0,77,0,0,0,0,5.1,0,0,0,0,0,0,5.7,0,0,0,0,11.3,0,0,0
"44",199801001050,1998,1,1,40.822166666666,220.509,15605.72715,0,0,0,0,0,0,0,5.9,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1.6,0.05,0,0,0
"45",199801001051,1998,1,1,40.855833333333,304.5088,14731.1142,0,0,0,0,0,0,0,85.4,0,0,0,0,273.2,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0
"46",199801001052,1998,1,1,40.8737499999995,627.1253,19700.44911576,0,0,0,0,0,0,0,48.3,0,0,0,0,0,25,0,0,0,0,0,9.1,0,0,0,0,4.3,0,0,0
"47",199801001053,1998,1,1,40.793833333333,933.666,19054.776,0,0,0,0,0,0,0,24.4,0,0,0,0,0,45.5,0,0,0,0,0,7.4,0,0,0,0,7.6,0,0,0
"48",199801001054,1998,1,1,40.789916666666,1217.0886,19271.40645,0,0,0,0,0,0,0,22.3,0,0,0,0,0,46.9,0,0,0,0,0,20.7,0,0,0,0,21.3,0,0,0
"49",199801001055,1998,1,1,40.2314166666665,1053.4357,29662.1625,0,0,0,0,0,0,0,1.5,0,0,0,0,0,88.5,0,0,0,0,0,31.2,0,0,0,0,11,0,0,0
"50",199801001056,1998,1,1,40.222083333333,764.7283,16430.85174276,0,0,0,0,0,0,0,59.1,0,0,0,0,0,38.3,0,0,0,0,0,10.9,0,0,0,0,2.1,0,0,0
"51",199801001057,1998,1,1,40.1779999999995,619.1787,15623.583,0,0,0,0,0,0,0,41.4,0,0,0,0,0.6,14.4,0,0,0,0,0,22,0,0,0,0,6,0,0,0
"52",199801001058,1998,1,1,40.146749983333,386.7798,13516.451325,0,0,0,0,0,0,0,118.9,0,0,0,0,9.7,0,0,0,0,0,0,1.6,0,0,0,0.6,6.3,0,0,0
"53",199801001059,1998,1,1,40.140833333333,308.2664,15569.456,0.3,0,0,0,0,0,0,88,0,0,0,0,32.6,0,0,0,0,0,0,3.4,0,0,0,0,6.9,0,0,0
"54",199801001060,1998,1,1,39.503333333333,438.9006,13971.120375,0,0,0,0,0,0,0,71.3,0,0,0,0,18.6,0,0,0,0,0,0,13.7,0,0,0,0,4.7,0,0,0
"55",199801001062,1998,1,1,39.495583333333,618.073,15841.5626,0,0,0,0,0,0,0,24.7,0,0,0,0,0.8,20.4,0,0,0,0,0,11.7,0,0,0,0,5.3,0,0,0
"56",199801001063,1998,1,1,39.492666666666,776.8679,22419.696,0,0,0,0,0,0,0,31.1,0,0,0,0,0,36.6,0,0,0,0,0,6.8,0,0,0,0,3.6,0,0,0
"57",199801001064,1998,1,1,39.505833333333,1217.8444,24817.687051,0,0,0,0,0,0,0,26.3,0,0,0,0,0,30.8,0,0,0,0,0,17.9,0,0,0,0,34,0,0,0
"58",199801001065,1998,1,1,38.8789999999995,1145.9783,21641.17029954,0,0,0,0,0,0,0,11.5,0,0,0,0,0,33.5,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0
"59",199801001066,1998,1,1,38.9059999999995,624.1107,15393.868,0,0,0,0,0,0,0,8.8,0,0,0,0,1.8,2.4,0,0,0,0,0,5.2,0,0,0,0,1.4,0,0,0
"60",199801001067,1998,1,1,38.877083333333,501.8359,12986.11305,0,0,0,0,0,0,0,36.3,0,0,0,0,26.9,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"61",199801001068,1998,1,1,38.8419999999995,446.9381,12843.68976,0,0,0,0,0,0,0,11.4,0,0,0,0,279.8,0.2,0,0,0,0,0,2.7,0,0,0,3.9,0.4,0,0,0
"62",199801001069,1998,1,1,38.8044999999995,302.4351,13577.45956487,0,0,0,0,0,0,0,60.9,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,217.6,0,0,0,0
"63",199801001070,1998,1,1,37.503333333333,226.3704,14276.836,0,0,0,0,0,0,0,75.8,0,0,0,0,0.7,0,2.2,0,0,0,0,0,0,0,0,1.5,0,0,0,0
"64",199801001071,1998,1,1,37.45908335,442.889,15398.85062,0,0,0,0,0,0,0,192.3,0,0,0,0,9.4,0,0,0,0,0,0,3.6,0,0,0,0,3.1,0,0,0
"65",199801001072,1998,1,1,37.4749166666665,619.6226,18235.0095,0,0,0,0,0,0,0,44.3,0,0,0,0,0.5,5,0,0,0,0,0,11.9,0,0,0,0,4.9,0,0,0
"66",199801001073,1998,1,1,37.491,923.3844,18551.91764162,0,0,0,0,0,0,0,246.6,0,0,0,0,0,97.4,0,0,0,0,0,6.8,0,0,0,0,18.9,0,0,0
"67",199801001075,1998,1,1,36.78075,1186.4706,18986.485,0,0,0,0,0,0,0,209,0,0,0,0,0,20.8,0,0,0,0,0,11.6,0,0,0,0,23.8,0,0,0
"68",199801001076,1998,1,1,36.778,928.3559,21970.4685,0,0,0,0,0,0,0,126.2,0,0,0,0,0,43.2,0,0,0,0,0,5.2,0,0,0,0,10.9,0,0,0
"69",199801001077,1998,1,1,36.7779166666665,762.3517,21256.038,0,0,0,0,0,0,0,93.7,0,0,0,0,0,38,0,0,0,0,0,4.3,0,0,0,0,7.1,0,0,0
"70",199801001078,1998,1,1,36.8276666666665,328.3451,16549.3852931,0,0,0,0,0,0,0,36.9,0,0,0,0,3.3,0,5,0,0,0,0,1.2,0,0,0,0,2.3,0,0,0
"71",199801001080,1998,1,1,36.178416666666,361.3231,17769.05185279,0,0,0,0,0,0,0,28.3,0,0,0,0,11.7,0,0.6,0,0,0,0,1.4,0,0,0,0,2.7,0,0,0
"72",199801001081,1998,1,1,36.23475,605.8064,18795.63592,0,0,0,0,0,0,0,122.5,0,0,0,0,0,31.1,0,0,0,0,0,1.7,0,0,0,0,28.8,0,0,0
"73",199801001082,1998,1,1,36.191583333333,909.3845,20965.203,0,0,0,0,0,0,0,35.3,0,0,0,0,0,86.7,0,0,0,0,0,3.7,0,0,0,0,5,0,0,0
"74",199801001083,1998,1,1,36.1659166666665,1065.979,30664.50099255,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6,0,0,0,0,0,53.5,0,0,0,0,41.1,0,0,0
"75",199801001084,1998,1,1,35.536833333333,1186.7848,24173.27892992,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,2.7,0,0,0,0,3.9,0,0,0
"76",199801001085,1998,1,1,35.5127499999995,930.2895,20326.84207428,0,0,0,0,0,0,0,45,0,0,0,0,0,73.9,0,0,0,0,0,12.8,0,0,0,0,20.6,0,0,0
"77",199801001086,1998,1,1,35.47225,624.5574,18538.16016,0,0,0,0,0,0,0,51.6,0,0,0,0,0.2,16.2,0,0,0,0,0,0,0,0,0,0,13.1,0,0,0
"78",199801001087,1998,1,1,35.4404999999995,440.6044,15396.5151,0,0,0,0,0,0,0,0.3,0,0,0,0,7.7,0,0,0,0,0,0,8.2,0,0,0,0,1.6,0,0,0
"79",199801001088,1998,1,1,35.453416666666,227.0106,14822.2284,0,0,0,0,0,0,0,1.3,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,16.1,0,0,0,0
"80",199801002001,1998,2,1,47.855191666666,316.4757,15456.87725836,11.2,0,0,0,0,0,0,98.1,0,0,0,0,3.68,0,0,0,0,0,0,5.9,0,0,0,2.1,19.8,0,0,0
"81",199801002002,1998,2,1,47.847808333333,493.776,15481.19180448,0,0,0,0,0,0,0,102.9,0,0,0,0,1.5,1,0,0,0,0,0,4.6,0,0,0,0,8.8,0,0,0
"82",199801002003,1998,2,1,47.866341666666,768.096,15869.0445,0,0,0,0,0,0,0,13.1,0,0,0,0,0,18.3,0,0,0,0,0,4.8,0,0,0,0,8.7,0,0,0
"83",199801002004,1998,2,1,47.8422249999995,992.8548,22178.83981995,0,0,0,0,0,0,0,5.9,0,0,0,0,0,61.4,0,0,0,0,0,8.7,0,0,0,0,7.8,0,0,0
"84",199801002005,1998,2,1,47.1817166666665,1291.4365,26502.488671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",199801002006,1998,2,1,47.2314916666665,763.6966,20533.17428,0,0,0,0,0,0,0,7.6,0,0,0,0,0.3,69.3,0,0,0,0,0,59.1,0,0,0,0,15.1,0,0,0
"86",199801002007,1998,2,1,47.2452249999995,440.0791,19129.4922,3.1,0,0,0,0,0,0,66.8,0,0,0,0,0,8.4,0,0,0,0,0,2.6,0,0,0,0,11.5,0,0,0
"87",199801002008,1998,2,1,47.2190499999995,398.8127,14113.83889058,0.8,0,0,0,0,0,0,102.1,0,0,0,0,0,0.01,0,0,0,0,0,4,0,0,0,0,35.3,0,0,0
"88",199801002011,1998,2,1,46.516025,666.9362,29640.01122,4.4,0,0,0,0,0,0,131,0,0,0,0,0,9.9,0,0,0,0,0,48.4,0,0,0,0,16.1,0,0,0
"89",199801002013,1998,2,1,46.499583333333,895.8675,18295.749,0,0,0,0,0,0,0,1.3,0,0,0,0,0,65.6,0,0,0,0,0,23.2,0,0,0,0,6.4,0,0,0
"90",199801002014,1998,2,1,45.813158333333,363.3805,18477.59238,4.3,0,0,0,0,0,0,53.2,0,0,0,0,18.4,0,0,0,0,0,0,5.6,0,0,0,0,6.7,0,0,0
"91",199801002015,1998,2,1,45.8365416666665,434.7513,20301.3608,8.8,0,0,0,0,0,0,69.7,0,0,0,0,11.7,1.8,0,0,0,0,0,16.1,0,0,0,0,11.3,0,0,0
"92",199801002016,1998,2,1,45.8906166666665,787.0371,26192.90005,1.1,0,0,0,0,0,0,40.6,0,0,0,0,1.9,48.9,0,0,0,0,0,8.3,0,0,0,0,2,0,0,0
"93",199801002017,1998,2,1,45.82615,937.9253,23824.38421922,0,0,0,0,0,0,0,0,0,0,0,0,0,56.6,0,0,0,0,0,7.2,0,0,0,0,14.6,0,0,0
"94",199801002018,1998,2,1,45.1671249999995,1213.7123,28159.7743505,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6,0,0,0,0,0,25.4,0,0,0,0,1.4,0,0,0
"95",199801002019,1998,2,1,45.194433333333,651.2427,21448.08044,0,0,0,0,0,0,0,4.1,0,0,0,0,0,6.5,0,0,0,0,0,20.4,0,0,0,0,13.2,0,0,0
"96",199801002020,1998,2,1,45.223466666666,528.0431,20399.99345,1.5,0,0,0,0,0,0,1.6,0,0,0,0,2.5,15.6,0,0,0,0,0,19.1,0,0,0,0,14.6,0,0,0
"97",199801002021,1998,2,1,45.181583333333,371.5072,18158.434,0,0,0,0,0,0,0,9.4,0,0,0,0,7.1,0,0,0,0,0,0,1.1,0,0,0,0,8.3,0,0,0
"98",199801002022,1998,2,1,45.1188416666665,324.7763,20010.5556,0.8,0,0,0,0,0,0,22.2,0,0,0,0,20.4,0,0,0,0,0,0,3,0,0,0,0,8.9,0,0,0
"99",199801002023,1998,2,1,44.5565749999995,249.0216,13585.02280704,0,0,0,0,0,0,0,74.5,0,0,0,0,6.2,0,0,0,0,0,0,2.1,0,0,0,0,7.6,0,0,0
"100",199801002024,1998,2,1,44.555216666666,359.725,17112.37567104,0,0,0,0,0,0,0,10.7,0,0,0,0,5.8,0,0,0,0,0,0,3.6,0,0,0,0,11.6,0,0,0
"101",199801002025,1998,2,1,44.586408333333,590.2269,15404.0701824,0,0,0,0,0,0,0,25.8,0,0,0,0,0.2,1.3,0,0,0,0,0,45.2,0,0,0,0,9.4,0,0,0
"102",199801002026,1998,2,1,44.5619499999995,872.1181,17368.13618386,0,0,0,0,0,0,0,50.7,0,0,0,0,0,48.5,0,0,0,0,0,15.6,0,0,0,0,0,0,0,0
"103",199801002027,1998,2,1,44.504916666666,1215.6948,25043.24077632,0,0,0,0,0,0,0,1.5,0,0,0,0,0,39.6,0,0,0,0,0,27.6,0,0,0,0,4.4,0,0,0
"104",199801002028,1998,2,1,43.8042499999995,721.6445,20366.2684368,0,0,0,0,0,0,0,29.2,0,0,0,0,0.7,40.5,0,0,0,0,0,24.1,0,0,0,0,6.6,0,0,0
"105",199801002030,1998,2,1,43.830358333333,422.2706,13237.72759946,0,0,0,0,0,0,0,52.1,0,0,0,0,4.6,6.7,0,0,0,0,0,5.8,0,0,0,0,7.5,0,0,0
"106",199801002031,1998,2,1,43.852258333333,396.3467,13200.83782992,0,0,0,0,0,0,0,47.3,0,0,0,0,2.7,1.8,0,0,0,0,0,1,0,0,0,0,7.2,0,0,0
"107",199801002032,1998,2,1,43.8684499999995,317.2968,14656.5445248,1.7,0,0,0,0,0,0,116.5,0,0,0,0,28.4,0,0,0,0,0,0,2,0,0,0,0,8.1,0,0,0
"108",199801002033,1998,2,1,43.1933166666665,314.4622,14628.34607472,3.5,0,0,0,0,0,0,77.4,0,0,0,0,4.8,0,0,0,0,0,0,8.7,0,0,0,0,6.7,0,0,0
"109",199801002034,1998,2,1,43.1659,351.6173,14819.72359392,0,0,0,0,0,0,0,43.7,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0
"110",199801002035,1998,2,1,43.131991666666,534.3144,16998.92642292,5.1,0,0,0,0,0,0,139.9,0,0,0,0,0.7,2.4,0,0,0,0,0,36.3,0,0,0,0,15.6,0,0,0
"111",199801002036,1998,2,1,43.1579,629.351,25141.57284096,0,0,0,0,0,0,0,179.3,0,0,0,0,0,32.7,0,0,0,0,0,63.7,0,0,0,0,24.3,0,0,0
"112",199801002037,1998,2,1,43.148433333333,725.8507,20435.03739756,0,0,0,0,0,0,0,48.3,0,0,0,0,0.2,71.7,0,0,0,0,0,33.2,0,0,0,0,33.4,0,0,0
"113",199801002039,1998,2,1,41.8323166666665,766.1764,23511.3527232,0,0,0,0,0,0,0,26.8,0,0,0,0,0,112.7,0,0,0,0,0,12.6,0,0,0,0,0,0,0,0
"114",199801002040,1998,2,1,41.8603416666665,495.7267,18072.60978816,0,0,0,0,0,0,0,48.7,0,0,0,0,4.5,6.2,0,0,0,0,0,1.3,0,0,0,0,6.4,0,0,0
"115",199801002041,1998,2,1,41.81575,328.1477,15032.19174912,3.3,0,0,0,0,0,0,121.6,0,0,0,0,54.6,0,0,0,0,0,0,7.1,0,0,0,0,5.9,0,0,0
"116",199801002042,1998,2,1,41.2066999999995,270.2509,16151.77872,0,0,0,0,0,0,0,54.3,0,0,0,0,99.6,0,0,0,0,0,0,2.2,0,0,0,0,4,0,0,0
"117",199801002043,1998,2,1,41.195208333333,513.4051,17639.35828992,39,0,0,0,0,0,0,75.6,0,0,0,0,5.2,1.9,0,0,0,0,0,4.2,0,0,0,0,9.2,0,0,0
"118",199801002044,1998,2,1,41.13705,621.0605,19023.16004352,0,0,0,0,0,0,0,24.2,0,0,0,0,0.6,35.3,0,0,0,0,0,3,0,0,0,0,22.2,0,0,0
"119",199801002045,1998,2,1,41.1424249999995,735.4824,17526.60911232,0,0,0,0,0,0,0,17.3,0,0,0,0,0,42.1,0,0,0,0,0,5.5,0,0,0,0,33.7,0,0,0
"120",199801002046,1998,2,1,41.155825,1039.0876,27431.88734592,0,0,0,0,0,0,0,50.1,0,0,0,0,0,131.1,0,0,0,0,0,9.2,0,0,0,0,27.8,0,0,0
"121",199801002047,1998,2,1,40.5585249999995,251.2162,14372.95068,0,0,456.2,0,0,0,0,68.9,0,0,0,0,2.5,0,0,0,21.6,0,0,1.3,0,0,0,0,3.2,0,0,0
"122",199801002049,1998,2,1,40.5578583166665,354.8786,14077.56631776,0,0,0,0,0,0,0,291.3,0,0,0,0,42.3,0,0,0,0,0,0,14.8,0,0,0,0,17.7,0,0,0
"123",199801002050,1998,2,1,40.5499,517.7638,15006.24802656,1.4,0,0,0,0,0,0,92.9,0.7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
"124",199801002052,1998,2,1,39.867358333333,1014.984,33769.97363259,0,0,0,0,0,0,0,38.1,0,0,0,0,0,143.4,0,0,0,0,0,13.7,0,0,0,0,61.4,0,0,0
"125",199801002053,1998,2,1,39.873291666666,957.6511,27589.3846326,0,0,0,0,0,0,0,6,0,0,0,0,0,89.5,0,0,0,0,0,12.2,0,0,0,0,11.7,0,0,0
"126",199801002054,1998,2,1,39.877558333333,804.0624,23278.1115336,0,0,0,0,0,0,0,23.6,0,0,0,0,0,69.2,0,0,0,0,0,3.2,0,0,0,0,8,0,0,0
"127",199801002055,1998,2,1,39.857391666666,321.2104,16710.88988016,0,0,0,0,0,0,0,129.5,0,0,0,0,14.8,0.1,0,0,0,0,0,0.8,0,0,0,0,3,0,0,0
"128",199801002056,1998,2,1,39.8415666666665,235.9518,13100.02705872,0,0,0,0,0,0,0,28.1,0,0,0,0,4.9,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0
"129",199801002057,1998,2,1,39.2229999999995,379.7046,12800.57715216,0,0,0,0,0,0,0,7.5,0,0,0,0,35.3,0,0,0,0,0,0,2.7,0,0,0,0,3.6,0,0,0
"130",199801002059,1998,2,1,39.1666666666665,430.3689,10334.00801657,0,0,0,0,0,0,0,8.1,0,0,0,0,40,0,0,0,0,0,0,3.8,0,0,0,0,1.7,0,0,0
"131",199801002060,1998,2,1,39.1489666666665,531.1201,16887.33665814,0,0,0,0,0,0,0,35.4,0,0,0,0,4.5,10.5,0,0,0,0,0,1.5,0,0,0,0,5.6,0,0,0
"132",199801002062,1998,2,1,39.2061749999995,1231.4408,21751.3013826,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,0,0,0,0,0,14.5,0,0,0,0,20.9,0,0,0
"133",199801002063,1998,2,1,38.517016666666,1065.7149,26722.26381066,0,0,0,0,0,0,0,54.5,0,0,0,0,0,71.6,0,0,0,0,0,2,0,0,0,0,20.6,0,0,0
"134",199801002064,1998,2,1,38.504058333333,711.3575,21966.76726272,0,0,0,0,0,0,0,138.8,0,0,0,0,0,68.2,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0
"135",199801002065,1998,2,1,38.515883333333,625.6782,21470.31737424,0,0,0,0,0,0,0,36.7,0,0,0,0,0,35.2,0,0,0,0,0,8.9,0,0,0,0,17.8,0,0,0
"136",199801002066,1998,2,1,38.511775,527.5631,16149.8328768,0,0,0,0,0,0,0,19.5,0,0,0,0,10.5,5.3,0,0,0,0,0,14.3,0,0,0,0,10.2,0,0,0
"137",199801002067,1998,2,1,38.468791666666,209.3976,14225.46692112,0,0,0,0,0,0,0,31.4,0,0,0,0,0,0,3,0,0,0,0,3.6,0,0,0,0,0,0,0,0
"138",199801002068,1998,2,1,37.2478416666665,309.0672,15735.69531296,0,0,0,0,0,0,0,52.3,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",199801002069,1998,2,1,37.238225,421.9499,16371.2813544,0.9,0,0,0,0,0,0,152,0,0,0,0,28.8,0,0,0,0,0,0,0.6,0,0,0,0,2.3,0,0,0
